index,word,count
24765,gear,17090
33435,pattern,17078
48903,pie,17067
40032,hike,17037
33712,person,17019
46446,least,17007
49216,armed,17005
1401,den,16993
45849,griffin,16984
11511,roll,16967
23850,receive,16961
1066,process,16960
47233,peak,16959
11200,selection,16956
33274,f,16939
28740,parent,16934
17048,candy,16905
16181,mommy,16898
5589,floor,16892
2299,freeman,16859
21780,socialism,16856
8762,donna,16844
26601,tucker,16844
44650,saved,16805
40408,basic,16801
37926,carbon,16784
42110,bell,16782
27589,smoking,16776
28642,fourth,16775
43140,farewell,16773
23326,cottage,16771
48017,exclusive,16769
13093,straight,16760
1974,chef,16754
25123,across,16746
14996,hurricane,16719
19518,total,16703
33388,non,16687
2757,trying,16683
11146,inflation,16681
29723,featured,16675
46405,barry,16664
4799,address,16659
35404,collective,16657
31086,notebook,16657
13779,reference,16630
30990,parliament,16622
6754,soft,16609
44649,rolling,16586
2926,grow,16586
10333,lay,16547
48157,supply,16530
17887,message,16516
24409,theft,16516
35317,based,16496
11843,gardening,16490
48890,introduction,16479
19824,neighborhood,16465
2578,daisy,16465
7891,nest,16464
45543,syndrome,16454
12118,flame,16452
24220,employee,16445
7957,curious,16440
24352,torture,16387
23368,adult,16382
32695,heat,16380
29032,q,16358
26078,phoenix,16351
21584,democratic,16341
20678,agenda,16340
15107,broken,16339
43774,funds,16299
5549,hong,16299
32380,raw,16286
21407,bobby,16263
27046,vacation,16258
34051,dry,16257
7390,bread,16203
39993,bishop,16189
31599,spy,16185
14802,hear,16181
35389,fitness,16178
29068,gap,16172
38029,atlas,16161
27224,diabetes,16142
32074,infrastructure,16139
24026,sport,16125
41373,flash,16098
48364,bee,16097
34119,duck,16080
48813,buzz,16074
4045,yahoo,16074
33352,mean,16072
40769,engagement,16065
25607,flying,16028
29835,sector,16017
21828,obedience,16008
24420,w,16002
33818,bliss,16002
32573,hearing,15997
8168,sad,15997
40539,sunshine,15988
23717,told,15977
6546,coal,15967
18424,equity,15964
21610,insight,15960
15076,charter,15953
48377,prevention,15945
15786,factory,15942
28148,trouble,15926
13020,gene,15919
23855,billion,15916
15320,dress,15879
21798,tiger,15878
24583,pacific,15874
44002,treatment,15851
1765,weight,15842
28347,base,15836
42784,shooting,15831
34876,passage,15820
5492,ghost,15819
43676,increase,15810
10360,expert,15810
5955,wordless,15784
41821,era,15783
6935,milk,15781
40309,mel,15775
1903,within,15772
27854,image,15769
6479,overview,15764
38017,enforcement,15761
40463,activity,15734
21524,rent,15731
13902,prayer,15715
26330,crash,15714
15673,dash,15709
10240,montana,15695
1345,effects,15691
33127,hi,15675
22000,premium,15673
41953,drew,15671
3985,ginger,15663
4545,production,15660
7108,serious,15653
689,molly,15647
34090,registration,15636
9012,worst,15608
40097,path,15570
32974,bond,15557
27414,son,15555
5397,draft,15536
29402,hood,15527
17292,outdoor,15523
4739,foot,15493
34075,restaurant,15484
10030,approach,15455
42853,tuition,15447
32342,regulatory,15428
29115,transparency,15423
47347,nursing,15395
27586,dot,15373
39340,chamber,15356
15260,flat,15353
26652,editorial,15352
39177,visual,15342
47726,commentary,15337
18961,jo,15325
45367,seat,15323
15009,pen,15317
2428,rocky,15317
44180,penalty,15291
5246,zoo,15245
21707,elder,15243
21347,ring,15232
35917,limited,15231
46844,resolution,15212
23384,wheeler,15174
14116,chile,15165
23837,autumn,15157
27765,monkey,15153
43627,drinking,15121
45455,population,15119
18385,liberation,15115
17816,victor,15115
766,announcement,15114
47974,arrest,15110
42892,rising,15069
28531,demand,15057
33779,dental,15049
34793,ride,15021
3899,theater,15014
11717,honest,15011
16272,done,14987
525,dawn,14970
10557,wing,14962
25727,dude,14958
47891,harassment,14954
5990,winner,14935
9509,newspaper,14895
13540,paint,14893
29469,shocking,14892
37709,observer,14890
26502,ranch,14889
11045,vet,14882
20074,bright,14871
8030,mirror,14871
49332,cinema,14858
24471,rebel,14839
29798,prime,14817
31657,eight,14817
46539,hart,14802
45445,moral,14792
35152,near,14790
35394,due,14790
18484,fuel,14789
27627,actually,14788
12432,ward,14763
25029,benjamin,14752
3542,wildlife,14745
6915,minister,14744
33285,hedge,14744
24975,section,14739
31907,sheep,14725
5939,protest,14718
30156,ultimate,14703
42015,furniture,14703
1107,devil,14696
25915,killing,14673
30230,yes,14670
46125,native,14669
16158,ahead,14662
41180,u,14659
19846,fan,14646
34566,offer,14635
15283,currency,14629
30311,rally,14600
37039,manifesto,14594
10400,structure,14590
29587,giant,14586
48640,reduce,14577
29127,desert,14573
44606,spencer,14565
23056,handmade,14562
13409,chain,14555
33392,tribune,14550
17353,seed,14542
35091,block,14542
30848,anyone,14536
34116,kitty,14532
48628,anxiety,14501
562,lily,14496
17185,bias,14484
14042,lot,14483
10940,spin,14482
27460,choose,14481
634,morris,14480
25166,flu,14469
27719,complex,14461
10791,status,14437
18316,along,14422
25306,blind,14403
45347,raising,14400
22083,dumb,14398
6847,berry,14392
3595,es,14387
2558,berlin,14387
5822,counter,14379
2167,frog,14379
42270,proof,14377
23319,senator,14371
5558,ca,14366
48639,caught,14357
1948,sir,14340
29494,fact,14339
3610,genesis,14321
36873,likely,14317
11296,fit,14312
13637,payment,14306
43407,clint,14293
46777,allegedly,14267
40902,lucky,14259
19569,catch,14257
19731,treasure,14251
23919,caroline,14250
48423,reed,14235
393,user,14234
49597,kennel,14211
38832,quiet,14207
20785,pearl,14200
48117,sell,14195
3737,turn,14194
43647,rating,14187
31587,spending,14178
2843,bureau,14167
9782,decline,14166
32389,mine,14154
39060,slime,14144
48816,coverage,14139
1943,starting,14116
20863,psychology,14115
11648,seeing,14111
9424,malkin,14103
9646,jenny,14085
25288,accountability,14082
44831,gateway,14075
40318,tammy,14047
12114,writer,14040
24148,according,14023
39654,canon,14004
17178,jewelry,14004
1630,jordan,13994
33218,knight,13979
17285,friendly,13973
5073,cutting,13966
47809,soon,13959
16333,mortgage,13957
37445,holly,13952
3070,blake,13951
29827,fix,13937
12849,educational,13917
45139,shadow,13896
44467,earthquake,13887
42155,chase,13878
28899,navy,13875
6936,pure,13872
20261,daddy,13868
44917,thrown,13867
23529,chance,13865
209,atlantic,13865
29162,charge,13865
4999,victory,13863
730,feel,13862
44762,baseball,13838
18350,lack,13827
12615,bite,13821
20652,affect,13810
22518,pit,13786
11621,pa,13781
34077,cotton,13759
24582,wake,13756
40608,newsroom,13755
1012,mouse,13748
316,pregnancy,13723
19464,ordinary,13701
24717,illegal,13694
7221,deputy,13679
40349,talent,13674
49488,minute,13668
19177,soup,13668
13745,holding,13666
4850,met,13645
41793,lazy,13637
618,factor,13603
5490,newt,13588
26580,killer,13585
23114,brazil,13582
48730,assistance,13567
23200,huge,13563
42510,watching,13559
8508,arms,13559
43810,telegraph,13558
26314,potter,13551
5959,testify,13537
29754,manager,13537
36826,blame,13515
46754,understanding,13513
21526,counting,13510
28905,occupy,13500
44319,nine,13484
25617,lie,13465
32788,cult,13461
8916,boot,13457
24188,leader,13456
40155,designer,13454
8097,honey,13453
38764,veterinary,13446
45874,suspended,13441
37730,cox,13438
9808,savage,13431
32879,toy,13430
29764,buddy,13424
250,plant,13412
20823,quietly,13387
24044,minority,13377
44977,badge,13363
46578,lone,13362
13128,yard,13358
14936,fantasy,13355
11840,khan,13355
23987,strategic,13348
42179,congressional,13333
7956,threat,13332
5576,opportunity,13312
41032,anger,13312
17870,average,13304
32925,federation,13302
4872,renewal,13294
1300,editor,13268
42937,clock,13242
348,closet,13240
44888,elementary,13239
25536,musical,13238
25694,comfort,13236
2427,franklin,13236
38735,tank,13231
4805,joint,13222
23277,corporation,13220
8868,bomber,13207
5609,dancing,13194
39264,among,13187
1748,disability,13160
34172,ink,13149
38341,governor,13143
18690,someone,13140
15055,officer,13132
42541,se,13128
28066,proudly,13126
27843,marco,13092
47483,engine,13087
2674,conduct,13085
42646,flooring,13085
45981,wired,13071
20253,rail,13067
21958,discovery,13062
34999,born,13062
45281,recall,13058
4575,standing,13053
43283,crafty,13050
42960,luke,13045
46020,loose,13040
2879,protecting,13036
29979,fifth,13030
24373,compensation,13019
44102,anonymous,13012
4023,voter,13012
32455,em,12984
38284,complaint,12982
11647,inner,12968
8421,hat,12966
37706,sustainable,12964
10976,rant,12952
22049,solution,12946
12885,campus,12935
28621,dining,12927
37934,leading,12926
11795,penguin,12922
34111,drop,12921
38186,grounds,12907
35229,bomb,12901
37629,math,12891
26655,dutch,12888
37076,lesson,12882
4636,advisory,12876
19094,nanny,12874
42724,episode,12873
38943,extra,12867
21042,known,12865
9149,jihad,12849
5102,daughter,12834
38923,positive,12829
49530,lemon,12815
33015,geographic,12801
9472,palmer,12799
43699,unknown,12799
10292,warner,12796
36987,pick,12796
10417,barking,12790
35349,fabulous,12788
28841,costa,12783
11897,prof,12778
29227,shell,12769
24160,stage,12766
36530,guess,12752
39931,rainbow,12749
25202,owner,12748
49275,airport,12734
40562,hearts,12732
6183,alison,12712
14056,turns,12712
41961,marijuana,12712
3483,transition,12710
5712,hop,12703
26166,conservation,12699
32755,investor,12698
36782,bullying,12694
4668,modular,12688
10060,responsible,12664
44748,salon,12664
47948,terrier,12661
3007,apartment,12654
1152,politician,12653
49469,becoming,12642
4290,mix,12641
40180,employ,12625
30593,painting,12617
47696,herald,12614
36776,consulting,12610
48101,loving,12609
16091,booker,12607
36043,pipeline,12600
24096,marathon,12595
9693,resume,12594
11523,ex,12589
48693,clothing,12578
38930,title,12574
9188,goods,12560
27810,wise,12550
12613,core,12546
41508,track,12543
21006,vice,12537
22117,crap,12528
2637,welsh,12522
9249,temple,12517
4322,fort,12510
9973,tower,12504
20381,pete,12501
29112,written,12497
20874,jazz,12480
15600,rural,12471
695,romance,12464
42381,crack,12461
43904,petition,12457
37756,diamond,12450
15127,bailey,12442
8461,divorce,12437
30789,clothes,12433
34419,tonight,12421
42105,discrimination,12418
32103,swine,12413
23100,literacy,12408
33874,democrat,12407
29198,monetary,12406
1105,salt,12405
3546,rare,12402
6627,bark,12389
7640,literary,12374
3419,resistant,12373
37969,teen,12362
37653,singer,12362
5312,fruit,12350
27582,recently,12340
40899,ago,12327
48689,dragon,12326
31000,assembly,12317
23820,steel,12314
28785,das,12303
20489,chick,12298
25844,reporter,12286
26766,alien,12286
1205,wage,12280
45162,witch,12270
34571,pass,12259
4927,josh,12234
49328,sand,12227
3615,bedroom,12226
15377,graduate,12225
47903,traveling,12223
14622,bubble,12219
47267,victim,12190
5048,treasury,12189
16174,assault,12189
37082,belle,12187
2562,fisher,12185
29449,kindle,12184
31120,sri,12169
36789,myth,12169
34690,mixed,12153
31379,learned,12152
41670,material,12152
11917,cain,12136
4971,entryway,12127
49066,ownership,12123
8566,nova,12122
13867,busy,12121
11321,panel,12112
40307,irony,12110
26203,purpose,12105
110,meat,12099
18431,globe,12098
29828,humour,12086
10164,pool,12076
1357,butler,12075
18734,taste,12051
33596,awesome,12051
28415,option,12050
30857,homeless,12040
32414,remember,12039
37100,bean,12038
19490,mill,12030
5334,universe,12004
16789,cable,11989
29758,contra,11981
23879,dictionary,11979
12736,hank,11971
20966,partnership,11970
37012,academic,11962
20128,multiple,11959
25649,blast,11956
13896,randy,11955
43347,teeth,11945
24068,heath,11935
13286,celebrate,11932
19050,soldier,11922
4740,accident,11921
27641,hoax,11917
49037,stress,11915
2226,chart,11894
46418,listing,11890
21598,biggest,11884
23501,horror,11873
35080,na,11869
30542,inspector,11856
26345,lucy,11849
26774,maybe,11815
17972,recession,11811
24837,recruitment,11810
39203,sec,11808
34308,reply,11793
29741,monitor,11781
41208,betty,11779
42102,mayor,11777
40890,stella,11769
38193,injury,11752
25453,tutorial,11739
18415,bed,11735
21209,ahoy,11730
12084,scoop,11728
47277,generic,11725
38159,leaves,11710
3209,asset,11706
28932,boost,11700
12124,poppy,11695
7710,branch,11666
4431,consider,11653
14796,loan,11651
3069,feminist,11643
23983,pub,11638
42511,comic,11635
14337,aim,11631
8409,porch,11630
31812,bike,11629
25361,disclaimer,11622
22432,sheet,11622
20932,classical,11621
33286,practical,11595
21971,elaine,11571
26376,warrior,11560
30769,potential,11558
30935,passion,11552
1430,duke,11546
23926,compare,11545
3391,cliff,11545
22401,select,11539
11612,bloom,11532
32811,sierra,11524
43596,promote,11520
44924,breed,11517
39294,autism,11517
17900,fishing,11514
11034,teach,11507
31662,plain,11507
6917,escape,11499
14906,minimum,11498
47216,port,11495
10740,olive,11487
44694,honor,11485
47280,hub,11484
35655,thunder,11478
15809,task,11477
6116,conscience,11476
29170,raise,11472
35639,couple,11472
28006,crow,11465
26957,tu,11445
340,judicial,11443
7669,sick,11437
4313,muse,11435
42127,sure,11432
1925,satire,11428
12538,accounting,11427
31008,velvet,11413
30813,digitalize,11413
26493,knife,11398
41053,button,11398
34891,dale,11396
38317,libertarianism,11392
49266,miscellaneous,11386
36995,fed,11383
12108,documentary,11381
28964,revenant,11380
8320,column,11369
20498,clown,11360
19267,sacred,11343
33135,match,11342
4546,agility,11342
48383,range,11339
48399,terrorist,11333
7953,robot,11329
35825,hold,11324
29203,boots,11318
8101,inspired,11309
31511,motion,11304
29353,virgin,11303
37130,metal,11299
14062,strawberry,11290
6943,envy,11283
9110,proposal,11278
20680,evening,11277
20667,essay,11267
12786,mick,11260
30889,journalist,11250
31229,parade,11236
37866,cabinet,11232
5317,turtle,11232
8137,trail,11228
3596,cap,11227
48161,selling,11225
41743,silicon,11214
23087,skin,11204
20494,productivity,11202
23765,census,11195
47448,expect,11194
3112,facing,11192
21475,nonsense,11190
4220,fairness,11180
30845,sewing,11172
1001,drill,11171
36923,abbey,11169
865,coco,11156
2587,hack,11153
20229,childhood,11132
15358,audit,11125
1342,parking,11115
38291,ash,11113
46832,epic,11090
34723,physical,11079
26120,migration,11078
31616,male,11072
38634,egg,11060
35425,storage,11053
3475,mason,11052
22985,sunny,11051
42826,influence,11050
31841,active,11025
27822,marginal,11023
38701,renewable,11018
33408,silly,11010
22942,paddy,11002
2450,formula,10992
1602,habit,10987
6711,transfer,10978
5440,creation,10962
16381,breeder,10956
16449,stolen,10955
17957,promise,10953
846,insider,10946
43297,location,10942
3614,region,10940
49462,banana,10939
18830,spotlight,10932
41144,flag,10931
16233,humanity,10927
42647,yo,10918
24526,heresy,10915
41920,tip,10908
5725,doctrine,10907
7028,champion,10898
9795,printable,10893
34428,laundry,10886
17683,profit,10883
35327,tourism,10882
33429,waiting,10878
29609,following,10876
13328,lower,10875
8289,discuss,10875
19712,advance,10865
28420,greater,10863
6727,flood,10856
5485,mint,10849
3013,platform,10844
37749,pam,10844
42417,secretary,10829
37962,related,10829
24269,moss,10825
45105,grass,10796
20403,crew,10793
47954,avenue,10789
34708,grammar,10788
7925,declaration,10787
26191,came,10785
15003,refugee,10774
2502,poem,10772
34252,manning,10771
45977,clinic,10769
6718,wages,10758
44245,genius,10755
37482,forever,10754
39219,tribute,10738
16302,delay,10732
12683,vehicle,10722
11287,crystal,10719
1124,feeling,10713
4541,tough,10704
2802,airplane,10695
38023,browser,10694
45590,wave,10691
42590,divine,10689
506,excellent,10680
3613,bankruptcy,10678
39265,deficit,10671
36015,bin,10650
23779,trend,10645
31407,settlement,10642
27518,bang,10636
13195,sessions,10621
45531,unit,10620
42249,married,10618
16753,preparation,10609
31045,spectator,10608
35369,alec,10608
15965,clay,10605
48612,framework,10590
42836,turning,10582
30410,fairy,10576
9873,tail,10575
25967,predator,10574
33187,duty,10568
15142,booth,10564
2897,arctic,10553
25100,respect,10545
11437,cycle,10543
13615,horizon,10538
17902,rather,10529
939,improvement,10526
21509,streaming,10525
32184,creativity,10525
21268,neutrality,10516
24834,session,10493
27771,solo,10489
8808,socialist,10486
46789,miracle,10483
25768,soccer,10479
26341,marine,10479
28644,renaissance,10479
2999,upcoming,10464
9784,cartoon,10457
6685,ignorance,10448
2121,coat,10439
2169,illness,10433
1422,eastern,10427
4035,cannot,10419
43162,hurt,10417
14442,amnesty,10408
7648,auction,10401
46704,electronics,10396
9919,traditional,10387
49186,chair,10384
2723,eclectic,10377
18603,beginning,10373
45710,barn,10367
9308,wait,10364
29694,drum,10352
43494,eminent,10344
46893,revenue,10342
2544,document,10323
40946,noise,10308
31438,dose,10304
29954,sometimes,10300
3790,insanity,10298
43576,tragedy,10288
18511,fury,10283
6708,harman,10281
19043,taxation,10280
2475,seriously,10279
6806,activism,10270
45635,autonomous,10263
17847,barney,10254
47054,junior,10245
35265,workplace,10245
17951,kay,10242
10215,discount,10241
10361,paradise,10230
7759,pride,10227
33306,responsibility,10220
1574,rita,10219
20095,gazette,10216
39590,physics,10209
28915,possible,10203
38539,motor,10192
39586,sal,10186
3935,bloody,10178
7364,monopoly,10161
16095,colors,10160
28040,friendship,10160
45817,led,10143
7825,dow,10142
15048,fiat,10141
22353,hole,10140
34269,contemporary,10132
24963,intelligent,10124
38506,acorn,10120
26239,equipment,10119
42220,lion,10114
554,plot,10114
365,trooper,10111
29006,lighting,10100
41706,breast,10094
17376,fabric,10094
25243,bath,10093
46143,seasonal,10091
44832,finland,10088
2536,reverse,10080
31568,later,10078
20545,slavery,10069
119,nose,10068
26741,closed,10059
5079,caption,10058
7369,type,10051
22652,ass,10051
7458,handling,10048
28687,aka,10045
48642,trick,10042
22891,bottom,10031
33385,chrome,10027
16230,fired,10023
37280,wear,10017
14639,sew,10017
47095,player,10014
14425,argument,10002
24414,rex,9989
32994,breath,9988
9669,vincent,9985
3407,helpful,9984
5625,boxer,9980
46687,shock,9978
33926,inspire,9975
19633,spectrum,9968
34721,healing,9965
17372,kat,9965
3082,upgrade,9959
15581,hogan,9959
27838,timothy,9958
4793,rover,9945
35232,laser,9940
34668,built,9936
10410,os,9931
2641,fellow,9926
39638,pin,9924
28653,pollution,9923
11512,exit,9919
48310,hound,9894
5038,tape,9887
6909,advertiser,9886
36900,burke,9885
29101,holder,9879
10925,joke,9878
39884,seminar,9869
16038,trailer,9867
28144,swift,9864
43327,feature,9858
2267,sample,9855
22287,purchase,9848
46077,silent,9845
40763,punishment,9838
20050,wide,9836
35180,stumbling,9834
19615,collar,9830
2905,serve,9819
17993,commonwealth,9818
35815,destruction,9809
28037,triangle,9802
7839,delivery,9802
15516,tube,9802
33652,noble,9801
7496,humane,9796
11335,stick,9788
1596,viva,9787
18571,preservation,9786
19467,archbishop,9777
49061,liability,9777
36316,plate,9772
6308,avoid,9770
42752,beast,9768
16560,pepper,9762
18152,quit,9757
36215,falling,9756
4464,comprehensive,9749
31808,cube,9747
27442,moose,9746
5527,push,9741
33510,activist,9738
18322,grill,9737
4985,nostalgia,9730
10514,screen,9727
29195,translation,9724
26441,politically,9722
40806,sides,9687
29904,tobacco,9687
19533,opposition,9681
8831,philosopher,9681
27007,afternoon,9679
25004,painted,9673
35171,circuit,9672
19800,neal,9669
4503,pot,9661
14083,struggle,9648
33996,holt,9643
33479,pizza,9642
40886,benedict,9640
30109,scholar,9636
78,ear,9633
2741,edh,9628
43939,transcript,9606
32776,probe,9591
4853,butter,9591
12163,ranting,9587
28400,quest,9578
47486,gang,9576
21733,script,9575
47585,totally,9554
15153,stein,9554
18524,astronomy,9546
25461,fee,9535
35519,sanctuary,9532
32395,consultation,9525
26115,tropical,9523
47110,lover,9521
8095,foreclosure,9519
32004,mumbling,9515
45436,scary,9514
25076,household,9513
27416,seth,9512
14332,desire,9509
5062,doubt,9508
8430,feline,9507
39785,explorer,9502
19286,ticket,9494
36751,subject,9492
43522,forced,9481
30570,enter,9479
17509,surprise,9477
48753,host,9474
20318,pony,9470
3403,watchdog,9459
24139,salmon,9450
14273,furious,9447
32116,leather,9440
39597,alone,9437
3621,fur,9425
9850,parenthood,9424
28884,evaluation,9419
24296,ya,9415
40001,governance,9409
22947,mango,9408
8814,chow,9407
11794,bottle,9404
8636,retriever,9402
9426,announce,9401
47832,abroad,9387
42451,oral,9381
5684,morocco,9379
416,shape,9376
8522,bare,9373
49197,wonderland,9370
16469,cop,9365
46761,turner,9364
17636,wonderful,9363
11174,nationwide,9356
43891,ancient,9353
24452,hook,9343
25531,terrible,9336
36939,spiritual,9335
37479,concern,9331
9283,defend,9331
33576,hide,9327
26918,yoga,9322
16235,barcelona,9320
7691,petit,9320
34316,communism,9306
13186,drudge,9301
42642,invisible,9300
44860,heavy,9286
15451,fancy,9284
37349,rusty,9281
48055,tommy,9271
4041,listed,9269
36997,gypsy,9264
48164,photographer,9256
23761,toby,9253
35207,album,9253
1460,homosexuality,9241
38611,plastic,9226
14040,legislative,9226
26947,boo,9224
36455,asylum,9224
11691,draper,9223
21169,honda,9221
37791,classes,9218
47288,zip,9218
7986,pants,9217
13465,nationalism,9214
24043,carnival,9214
24957,ambush,9213
35857,farmer,9206
10644,dodd,9204
5043,brook,9202
23789,dispute,9200
12989,guidance,9198
47657,fortune,9192
45469,spark,9188
26329,happening,9186
44324,cozy,9182
19431,candidate,9179
22499,smile,9176
7227,teens,9171
29321,behaviour,9168
4836,worse,9167
31334,fixed,9155
8074,rowan,9151
5323,blocking,9148
25628,soy,9145
253,scientific,9143
27393,root,9142
38359,connect,9136
25670,copy,9133
42700,trash,9132
45295,darling,9131
20413,shoot,9131
36897,damage,9129
43300,manual,9124
247,else,9119
26108,rental,9115
13461,gate,9109
24900,premier,9094
34371,disabled,9090
6315,leak,9088
17358,graphic,9086
37724,posted,9085
10391,desk,9077
12704,scene,9072
48671,analytics,9070
35626,genetics,9067
37267,pi,9065
44142,effective,9064
7158,regime,9056
22524,tradition,9047
42599,employer,9047
5932,conversion,9044
27259,anti,9041
13746,representation,9034
42848,cow,9023
13543,alpha,9022
502,baking,9013
15146,newton,9012
22074,daytime,9011
2737,frost,9003
14344,slate,8999
33900,gaming,8995
23679,illustration,8992
4359,suit,8991
9275,towards,8984
31315,mode,8979
22824,midnight,8966
37948,folk,8954
38629,bees,8954
28407,ditch,8949
46642,polling,8947
16732,colour,8940
12462,racist,8940
44495,federalist,8934
3350,mouth,8933
30786,utility,8932
5928,invasion,8932
27753,levin,8929
408,revenge,8924
1717,kangaroo,8919
26555,tasty,8915
5461,specter,8908
43389,irene,8908
27645,ana,8902
29897,cure,8892
42014,butterfly,8889
28923,rogue,8881
30588,bolt,8879
29058,deck,8878
1428,sat,8876
45687,sort,8871
15520,pension,8866
2952,isle,8865
5741,maker,8864
2593,pulse,8864
46440,palm,8858
573,peanut,8851
38454,streets,8844
28720,raccoon,8842
33240,given,8840
27241,jail,8836
41134,tribe,8834
20920,liver,8834
36027,piracy,8824
8175,entry,8821
26772,rainy,8820
11565,empty,8807
26077,fame,8803
38281,direction,8803
46393,diva,8803
34101,count,8802
34969,spice,8799
48362,fence,8797
12487,pence,8789
397,coach,8789
29011,involved,8787
47192,hiatus,8783
30420,mid,8776
23443,incredible,8771
39462,funk,8769
26264,hollow,8765
48092,veteran,8765
39936,rational,8763
24995,connected,8758
45463,suburban,8753
44413,parliamentary,8753
19635,background,8752
37357,ugly,8740
44535,fool,8733
30331,meaning,8726
46614,oak,8713
24546,unique,8713
12716,transformation,8712
30810,novel,8711
33455,bud,8704
46576,preview,8703
39520,presentation,8697
17768,spread,8695
32565,directive,8686
8077,holocaust,8680
2990,fen,8668
41073,bowie,8668
13040,genetic,8663
22883,origin,8657
37133,understand,8656
28052,bacon,8651
3738,frame,8650
24122,onion,8649
44126,quilt,8644
30619,weber,8643
47283,portfolio,8641
21938,thinker,8633
1009,cast,8631
26711,nobody,8630
37327,gulf,8625
36376,reach,8623
19421,rhetoric,8621
32478,lens,8611
2123,patch,8609
39832,feeding,8608
30483,guitar,8604
5524,acid,8593
23913,secular,8590
40417,herd,8578
27671,gratitude,8571
2709,quarter,8568
20335,travis,8559
2724,individual,8550
24981,definition,8538
18155,broadcast,8537
38415,dos,8536
48077,familiar,8527
387,tactics,8526
20568,livable,8517
45185,corrupt,8515
48135,lo,8515
44089,dementia,8509
41980,pumpkin,8508
33541,atheism,8507
7388,arbitration,8485
20955,mere,8485
4062,gathering,8477
33419,papa,8471
35452,violent,8469
31414,civic,8469
21386,procedure,8466
35879,received,8464
9165,briefing,8464
48804,suffer,8463
4901,pocket,8449
3409,yesterday,8448
46817,knitting,8448
8932,relationship,8448
39484,warm,8445
48673,harvest,8442
20349,method,8433
295,yang,8432
29000,drama,8423
22232,troy,8419
7144,celebration,8409
10120,wheel,8408
21996,nightmare,8399
32082,ace,8395
1370,broad,8392
48480,versus,8386
24964,stream,8386
23229,stupidity,8386
45674,lecture,8383
30629,frugal,8383
49611,glossary,8378
26791,bearded,8377
13180,stocks,8373
350,romantic,8365
29738,che,8362
20612,ladies,8359
47595,worker,8358
2940,concept,8354
22366,hatch,8353
27090,dame,8352
33664,owl,8351
1326,importance,8347
17017,hacking,8342
5116,sterling,8342
33461,crushed,8339
35768,internal,8338
34298,earn,8337
37467,heller,8332
21789,swan,8330
41579,insane,8326
2314,comparison,8324
6284,attic,8323
18964,keystone,8316
33609,skippy,8312
3702,delusion,8309
41955,ruling,8307
6154,brought,8305
49496,score,8304
41925,equal,8299
1770,constant,8285
18215,pushing,8273
43569,tolerance,8269
19526,promotion,8267
31764,brave,8266
24888,personality,8265
19283,treat,8263
46953,circus,8263
22339,incompetence,8262
32568,remains,8261
7456,burr,8260
7688,wow,8258
45024,sent,8244
12091,reputation,8243
820,boom,8242
34482,landmark,8237
44306,swimming,8232
467,recognition,8230
21749,exposed,8220
32170,brick,8211
40075,regal,8201
48894,rove,8192
25742,outreach,8187
13827,dish,8185
42265,fixing,8181
27591,uncle,8175
45277,shield,8174
14289,squad,8174
9599,breakdown,8172
14141,guild,8144
42849,lace,8144
18225,gather,8143
3189,wrote,8140
15470,nut,8139
10021,southeast,8137
31811,setting,8127
11747,jungle,8119
2363,cine,8112
31070,potato,8108
3843,um,8106
38985,coloring,8095
5897,associate,8086
9086,vista,8086
30830,laughing,8073
21535,alive,8068
46508,animation,8065
24085,toward,8063
33611,antique,8051
17114,epilepsy,8049
29277,idiot,8044
27127,mutual,8041
12170,publicity,8041
10609,prairie,8036
21491,pond,8034
5462,appointment,8030
845,treaty,8030
30819,grade,8025
4888,cal,8021
11714,boxing,8019
20280,deflation,8018
41405,lock,8017
20217,tap,8014
42737,pilot,8014
6139,lamb,8013
27267,blossom,8008
46133,fry,8006
34001,interpretation,8006
9418,drawing,8006
44546,debacle,8005
13658,narrative,8002
8559,swiss,7999
47542,vera,7998
6987,distribution,7996
29471,advantage,7994
33786,te,7992
2234,bicycle,7992
11427,ethical,7978
48731,sis,7972
6015,daze,7970
19121,estado,7968
17301,aurora,7968
45343,precious,7967
3792,crunch,7966
38773,tribal,7963
29340,priest,7960
7726,clinical,7959
18567,librarian,7957
24027,wet,7949
5595,burton,7946
42992,harmony,7945
31972,shed,7923
22945,twist,7923
10946,arthritis,7921
39538,politico,7919
10614,straw,7919
42845,sanity,7913
34443,cabin,7911
5012,highest,7909
30725,ridge,7908
18070,tracker,7907
32823,thatcher,7899
38644,blonde,7898
6119,jump,7891
40259,recruiting,7891
43989,portman,7890
13566,nights,7889
18230,jam,7889
2480,dressing,7888
4647,sunset,7885
29843,detective,7880
38487,draw,7879
8301,bench,7876
20800,doc,7874
34728,guard,7874
17626,exploring,7870
6609,doll,7868
36146,enjoy,7864
24562,commissioner,7863
14960,jasper,7856
27510,valentine,7854
307,paco,7854
26224,elle,7851
33932,bureaucracy,7851
48985,watt,7850
31651,dealing,7850
13675,taken,7847
48111,watcher,7846
28601,porter,7846
36402,spirituality,7843
11649,curve,7839
45700,pirate,7836
389,whatever,7836
22199,appearance,7836
27659,menu,7822
46351,luna,7815
28034,commodity,7814
37735,veterinarian,7814
14483,entire,7809
24572,elsewhere,7805
5409,example,7805
11168,cyrus,7804
45010,fusion,7804
40669,upwards,7803
42373,tanner,7801
995,outrage,7799
26679,compliance,7799
23316,luxury,7792
25622,discover,7791
