House of Lords,0,0
Biodiesel in the United Kingdom,0,0
Renewable energy in Colombia,0,0
Renewable energy in Brazil,0,0
Beer in Brazil,0,0
Beer in Luxembourg,0,0
Grand Brewing,0,0
Amber Ale,0,0
Pale ale,0,0
Millet beer,0,0
Sahti,0,0
Cachaça,0,1
Justice,0,0
Discourse ethics,0,0
Ideal (ethics),0,0
Bioethics,0,0
Kennedy Institute of Ethics Journal,0,0
Stem cell,0,0
Bone marrow,0,0
Multiple myeloma,0,0
Serum protein electrophoresis,0,0
Leukaemia,0,0
Leukemia,0,0
B-cell chronic lymphocytic leukemia,0,0
ICD-O,0,0
International Classification of Diseases for Oncology,0,0
LOINC,0,0
Mathematics,0,0
Information theory,0,0
Discrete cosine transform,0,0
Matlab,0,0
MATLAB,0,0
Functional programming,0,0
Subroutine,0,0
Transclusion,0,0
Server Side Includes,0,0
LiteSpeed Technologies Inc.,0,0
LiteSpeed Technologies,0,0
New Jersey,0,0
Indian reservation,0,0
List of primary statistical areas of the United States,0,0
"Arecibo, PR Metropolitan Statistical Area",0,0
Al-Nahda,0,0
Napoleon,0,0
Battle of Lübeck,0,1
Judeo-Christian,0,0
Babylonian captivity,0,0
Jewish schisms,0,0
Jewish atheism,0,0
Judah (son of Jacob),0,0
Pseudo-Jonathan,0,0
Targum Pseudo-Jonathan,0,0
Fatimah,0,0
Caliph,0,0
Caliphate,0,0
First Empire of Haiti,0,0
Republic of Haiti,0,0
Haiti,0,0
1950 FIFA World Cup,0,0
Robert Mitchell (referee),0,1
Islamic Golden Age,0,0
History of science in classical antiquity,0,0
Star,0,0
Lithium burning,0,0
Photofission,0,0
Nuclear structure,0,0
Isodiapher,0,0
Stable isotope,0,0
Stable isotope ratio,0,0
Aquifer,0,0
Systems ecology,0,0
Ecological debt,0,0
Ecosystem diversity,0,0
Ecosystem based fisheries,0,0
Fisheries management,0,0
Judeo-Christian,0,0
Babylonian captivity,0,0
Jewish schisms,0,0
Napoleon,0,0
Battle of Lübeck,0,1
Knowledge,0,0
Philosophy of science,1,1
Ajñana,0,1
List of social and political philosophers,0,0
Robert Michels,0,0
BookRags.com,0,1
Asian philosophy,1,1
Military strategy,0,0
Army,0,0
Napoleon,0,0
Battle of Lübeck,0,1
Curtis White (author),0,0
Dalkey Archive Press,0,0
Illinois,0,0
DePaul Blue Demons,0,0
Missouri Baptist,0,0
Missouri Baptist University,0,0
University president,0,0
Chancellor (education),0,0
Director general,0,0
Australian Air Force Cadets,0,0
Tasmania,0,0
Bass Strait,0,0
Laser (dinghy),0,0
International 14,0,0
10 Rater,0,0
Classical Realism,0,0
Charles Bargue,0,0
KulturNav,0,0
LinkedIn,0,0
Man-in-the-middle attack,0,0
Alice and Bob,0,0
Oracle,0,0
"Mari, Syria",0,0
Jazrat Milaj,0,1
Neo-Confucianism,0,0
KBS2,0,0
Kyunghyang Shinmun,0,0
Television in Korea,0,1
American philosophy,1,1
Medieval philosophy,1,1
Merriam-Webster,0,0
Noah Webster,0,0
Lexicographer,0,0
Lexicography,0,0
Biographical dictionary,0,0
Sahaba,0,0
MOS:NOPIPE,0,0
Wikilink,0,0
Hyperlink,0,0
Transclusion,0,0
Server Side Includes,0,0
LiteSpeed Technologies Inc.,0,0
LiteSpeed Technologies,0,0
Information technology,0,0
Knowledge society,0,0
Epicureanism,0,0
Philosophy of science,1,1
Index of philosophy,1,1
Naturalism (philosophy),1,1
Libertarianism (metaphysics),0,0
Shaun Nichols,0,0
Bloggingheads.tv,0,0
Megan McArdle,0,0
Salon.com,0,0
Domain name,0,0
Blog software,0,0
Blog,0,0
Jason Kottke,0,0
Forbes,0,0
The World's Billionaires,0,0
List of Dutch by net worth,0,0
List of countries by the number of billionaires,0,0
List of Israeli billionaires by net worth,0,0
Beny Steinmetz,0,0
Neo-Scholasticism,0,0
Concupiscence,0,0
Ancestral sin,0,0
Curse,0,0
Serpent (Bible),0,0
Serpents in the Bible,0,0
Visions of Eden,0,0
Adipapam,0,0
R. B. Choudary,0,0
Paattali,0,0
Pistha,0,0
Manmadan Ambu,0,0
Andrea Jeremiah,0,0
Playback singing,0,0
Playback singer,0,0
Carly Fiorina,0,0
Netflix,0,0
Apple Inc.,0,0
IPad Mini 4,0,0
List of Apple codenames,0,0
Macintosh 512k,0,0
Macintosh 512K,0,0
Macintosh IIx,0,0
Macintosh Quadra 950,0,0
Motorola 68040,0,0
Freescale ColdFire,0,0
NXP ColdFire,0,0
Coprocessor,0,0
Intel 8089,0,0
Intel 8289,0,0
Kantianism,0,0
Analytic–synthetic distinction,0,1
Epistemological idealism,0,0
Panpsychism,0,0
Rudolf Hermann Lotze,0,0
Hermann Lotze,0,0
Kingdom of Prussia,0,0
Baltic region,0,0
Gulf of Lion,0,0
Archipelago Sea,0,0
Salish Sea,0,0
Haro Strait,0,0
Francisco de Eliza,0,0
Great Britain,0,0
Brown bear,0,0
Braincase,0,0
Neurocranium,0,0
List of logicians,0,0
Frank Plumpton Ramsey,0,0
Frank P. Ramsey,0,0
Optimal,0,0
Mathematical optimization,0,0
Subroutine,0,0
Transclusion,0,0
Server Side Includes,0,0
LiteSpeed Technologies Inc.,0,0
LiteSpeed Technologies,0,0
New Jersey,0,0
Indian reservation,0,0
List of primary statistical areas of the United States,0,0
"Arecibo, PR Metropolitan Statistical Area",0,0
"Arecibo, Puerto Rico",0,0
Moral skepticism,0,0
Psychological determinism,0,0
School psychology,0,0
Affective neuroscience,0,0
Music psychology,0,0
Fundamental frequency,0,0
Basic physics of the violin,0,0
Harmonic spectrum,0,0
"John Strutt, 3rd Baron Rayleigh",0,0
"John William Strutt, 3rd Baron Rayleigh",0,0
Alexander Prokhorov,0,0
"Medal ""In Commemoration of the 800th Anniversary of Moscow""",0,0
Ivan Isakov,0,0
Order of Ushakov,0,0
Nikolai Lunin,0,0
Indian philosophy,1,1
Epicureanism,0,0
Philosophy of science,1,1
Modernism,0,0
Feminist geography,0,0
Feminist movements and ideologies,0,0
Spanish Civil War,0,0
Madrid,0,0
Biche of Balazote,0,0
Bicha of Balazote,0,0
Albacete (province),0,0
Province of Albacete,0,0
Province of Girona,0,0
Besalú,0,1
Naturalism (philosophy),1,1
JSTOR,0,0
Aaron Swartz,0,0
"Highland Park, Illinois",0,0
"Lake Villa Township, Lake County, Illinois",0,0
"Rock Falls, Illinois",0,0
"Fulton Township, Whiteside County, Illinois",0,0
"Glenview, Illinois",0,0
Business Insider,0,0
Time (magazine),0,0
Apple Inc.,0,0
IPad Mini 4,0,0
List of Apple codenames,0,0
Luca Maestri,0,0
Jerry York (businessman),0,0
IPad Pro,0,0
Number,0,0
Biquaternion,0,0
William Edwin Hamilton,0,0
Castleknock,0,0
Kilmore West,0,0
"Beaumont, Dublin",0,0
Ballyfermot,0,0
Dracula,0,0
Anne Radcliffe,0,0
Ann Radcliffe,0,0
Edgar Allan Poe,0,0
Edgar Allan Poe in television and film,0,0
The Spectacles (short story),0,0
Napoleon,0,0
Battle of Lübeck,0,1
B. F. Skinner,0,0
Burton Richter,0,0
Alexander Prokhorov,0,0
"Medal ""In Commemoration of the 800th Anniversary of Moscow""",0,0
Ivan Isakov,0,0
Order of Ushakov,0,0
Nikolai Lunin,0,0
Nikolay Lunin,0,0
Rostov-on-Don,0,0
Government of Russia,0,0
Government of Pakistan,0,0
Evacuee Trust Property Board,0,0
Malot,0,0
Human migration,0,0
Zipf's law,0,0
Anicca,0,0
Impermanence,0,0
Tertön,0,1
Meta-analysis,0,0
Mean,0,0
Power mean,0,0
Generalized mean,0,0
Average,0,0
Pythagorean means,0,0
Majorization,0,0
Doubly stochastic matrix,0,0
Permutation matrix,0,0
Signature of a permutation,0,0
Parity of a permutation,0,0
Character (mathematics),0,0
Unit group,0,0
Unit (ring theory),0,0
1 (number),0,0
Jain philosophy,1,1
Martin Luther King Jr,0,0
Martin Luther King Jr.,0,0
Elie Wiesel,0,0
The Painted Bird,0,0
Time (magazine),0,0
Apple Inc.,0,0
IPad Mini 4,0,0
List of Apple codenames,0,0
Macintosh 512k,0,0
Macintosh 512K,0,0
Macintosh IIx,0,0
Macintosh Quadra 950,0,0
Motorola 68040,0,0
Freescale ColdFire,0,0
NXP ColdFire,0,0
Epiphenomenalism,0,0
Philosophy of science,1,1
Illuminationist philosophy,1,1
Modus ponens,0,0
Exportation (logic),0,0
Logical system,0,0
Formal system,0,0
Prolog,0,0
ISO 80000-1,0,0
ISO 13406-2,0,0
ISO 10303,0,0
Aerospace,0,0
Technoculture,0,0
Acculturation,0,0
Jean Gebser,0,0
Spanish Civil War,0,0
Madrid,0,0
Biche of Balazote,0,0
Jewish philosophy,1,1
Kokugaku,0,0
Philosophy,1,1
Black existentialism,0,0
Jean-Paul Sartre,0,0
Luxemburgism,0,0
Fidel Castro,0,0
1964 Brazilian coup d'état,0,1
Illuminationist philosophy,1,1
East Asian cultural sphere,0,0
Neo-Confucianism,0,0
KBS2,0,0
Kyunghyang Shinmun,0,0
Television in Korea,0,1
Astronomy,0,0
Detached object,0,0
(225088) 2007 OR10,0,0
2 Pallas,0,0
Star,0,0
Lithium burning,0,0
Photofission,0,0
Nuclear structure,0,0
Isodiapher,0,0
Stable isotope,0,0
Stable isotope ratio,0,0
Aquifer,0,0
Meteoric water,0,0
Intrusion,0,0
Intrusive rock,0,0
Natural law,0,0
Non-aggression principle,0,0
Retributive justice,0,0
Involuntary commitment,0,0
Kate Millett,0,0
Feminist movements and ideologies,0,0
Spanish Civil War,0,0
Madrid,0,0
Biche of Balazote,0,0
Bicha of Balazote,0,0
Albacete (province),0,0
Province of Albacete,0,0
Province of Girona,0,0
Besalú,0,1
Aesthetics,0,0
Philosophy of science,1,1
Naturalism (philosophy),1,1
Objective idealism,0,0
Panpsychism,0,0
Rudolf Hermann Lotze,0,0
Hermann Lotze,0,0
Kingdom of Prussia,0,0
Baltic region,0,0
Gulf of Lion,0,0
Archipelago Sea,0,0
Salish Sea,0,0
Indigenous peoples of the Pacific Northwest Coast,0,0
Gustafsen Lake Standoff,0,0
Gustafsen Lake standoff,0,0
Bruce Allan Clark (lawyer),0,0
PhD,0,0
Doctor of Philosophy,1,1
Moral realism,0,0
Peter Railton,0,0
Philosophy,1,1
Larry Sanger,0,0
Salon.com,0,0
Domain name,0,0
Blog software,0,0
Blog,0,0
Jason Kottke,0,0
Forbes,0,0
The World's Billionaires,0,0
List of Dutch by net worth,0,0
List of countries by the number of billionaires,0,0
Business Insider,0,0
Time (magazine),0,0
Apple Inc.,0,0
IPad Mini 4,0,0
List of Apple codenames,0,0
International Directory of Philosophy and Philosophers,1,1
Daoism,0,0
MOS:NOPIPE,0,0
Wikilink,0,0
Hyperlink,0,0
Transclusion,0,0
Server Side Includes,0,0
LiteSpeed Technologies Inc.,0,0
LiteSpeed Technologies,0,0
New Jersey,0,0
"Dr. Martin Luther King, Jr.",0,0
Martin Luther King Jr.,0,0
Elie Wiesel,0,0
The Painted Bird,0,0
Time (magazine),0,0
Apple Inc.,0,0
Elliott Sober,0,0
Philosophy of science,1,1
Aesthetics,0,0
Information theory,0,0
Discrete cosine transform,0,0
Audio codec,0,0
Open source codecs and containers,0,0
List of open-source codecs,0,0
Lagarith,0,0
MT9,0,0
Thor (video codec),0,0
Daala,0,0
H.264/MPEG-4 AVC,0,0
Color depth,0,0
List of colors by shade,0,0
Dichromatism,0,0
Orange (colour),0,0
List of ethicists,0,0
Lucius Annaeus Seneca,0,0
Seneca the Younger,0,0
Stoic categories,0,0
Hippias Major,0,0
Meno,0,0
Meno (general),0,0
Anabasis (Xenophon),0,0
Ten Thousand (Greek),0,0
Ten Thousand (Greek mercenaries),0,0
Armenia,0,0
Caliphate,0,0
First Empire of Haiti,0,0
Republic of Haiti,0,0
Haiti,0,0
Jewish Philosophy,1,1
Eugenio Garin,0,0
Renaissance,0,0
Jacob Obrecht,0,0
Cantus firmus,0,0
Isorhythm,0,0
Heinrich Besseler,0,0
Philosophy,1,1
Ancient Egyptian philosophy,1,1
Oliver Leaman,0,0
Système universitaire de documentation,0,1
Epistemological particularism,0,0
Immanuel Kant,0,0
Dadabhai Naoroji,0,0
Finsbury Central (UK Parliament constituency),0,0
Chelsea (UK Parliament constituency),0,0
Southwark South East (UK Parliament constituency),0,0
St Pancras South East (UK Parliament constituency),0,0
Deptford (UK Parliament constituency),0,0
Bethnal Green South West (UK Parliament constituency),0,0
Percy Harris,0,0
Laurence Hardy,0,0
England,0,0
Biodiesel in the United Kingdom,0,0
Renewable energy in Colombia,0,0
Renewable energy in Brazil,0,0
Linguistics,0,0
Linguistic anthropology,0,0
Aviation archaeology,0,0
List of United States naval aircraft,0,0
List of torpedo boats of the United States Navy,0,0
Bureau of Medicine and Surgery,0,0
United States Third Fleet,0,0
Carrier Strike Group One,0,0
Carrier Strike Group 1,0,0
Carrier Air Wing 17,0,0
Carrier Air Wing Seventeen,0,0
Fallujah during the Iraq War,0,0
Battle of Fallujah (2016),0,0
2016 Normandy church attack,0,0
2016 Hanover stabbing,0,0
Ephesian school,0,0
Eleatics,0,0
Empedocles,0,0
Homer,0,0
Augustus Taber Murray,0,1
Al-Kindi,0,0
Ibn al-Quff,0,0
Physician,0,0
Parasites,0,0
Parasitism,0,0
Allopatric,0,0
Allopatric speciation,0,0
Stygofauna,0,0
Turbellarian,0,0
Turbellaria,0,0
Nemertodermatida,0,0
Eumetazoa,0,0
Ctenophora,0,0
Gastrodermis,0,0
Ctenophore,0,0
Hermeneutics,0,0
Philosophy of science,1,1
Indonesian philosophy,1,1
Hellenistic philosophy,1,1
Cognitive science,0,0
Information theory,0,0
Discrete cosine transform,0,0
Audio codec,0,0
Open source codecs and containers,0,0
List of open-source codecs,0,0
Lagarith,0,0
MT9,0,0
G.718,0,0
Cinepak,0,0
H.264/MPEG-4 AVC,0,0
Color depth,0,0
List of colors by shade,0,0
Dichromatism,0,0
Orange (colour),0,0
Confucianism,0,0
Discourse ethics,0,0
Ideal (ethics),0,0
Bioethics,0,0
Kennedy Institute of Ethics Journal,0,0
Stem cell,0,0
Bone marrow,0,0
Multiple myeloma,0,0
Serum protein electrophoresis,0,0
Leukaemia,0,0
Leukemia,0,0
B-cell chronic lymphocytic leukemia,0,0
ICD-O,0,0
International Classification of Diseases for Oncology,0,0
LOINC,0,0
Jewish existentialism,0,0
Jean-Paul Sartre,0,0
Luxemburgism,0,0
Fidel Castro,0,0
1964 Brazilian coup d'état,0,1
Logical positivism,0,0
Franz Boas,0,0
Linguistic anthropology,0,0
Aviation archaeology,0,0
List of United States naval aircraft,0,0
U.S. Navy Senior Enlisted Academy,0,0
List of torpedo boats of the United States Navy,0,0
United States Third Fleet,0,0
Carrier Strike Group One,0,0
Carrier Strike Group 1,0,0
Dictionary of American Naval Fighting Ships,0,0
Jack of the United States,0,0
Badges of the United States Coast Guard,0,0
Battle of Fort Sumter,0,0
Second Battle of Fort Sumter,0,0
Indigenous American philosophy,1,1
Meta-analysis,0,0
Mean,0,0
Power mean,0,0
Generalized mean,0,0
Average,0,0
Law of averages,0,0
Wishful thinking,0,0
Reductio ad Hitlerum,0,0
Joseph Goebbels,0,0
Calvin College,0,0
Lord's Supper in Reformed theology,0,0
Synod of Dort,0,0
Theodore Beza,0,0
Duchess,0,0
Gender,0,0
Illuminationist philosophy,1,1
Inside Higher Education,0,0
Inside Higher Ed,0,0
Business Insider,0,0
Time (magazine),0,0
Apple Inc.,0,0
IPad Mini 4,0,0
List of Apple codenames,0,0
Macintosh 512k,0,0
Macintosh 512K,0,0
Macintosh IIx,0,0
Apple AudioVision 14 Display,0,0
Macintosh Quadra 950,0,0
Motorola 68040,0,0
Freescale ColdFire,0,0
NXP ColdFire,0,0
Charvaka,0,0
Tantra,0,0
Maithuna,0,0
Khajuraho,0,0
Khajuraho Group of Monuments,0,0
Western Chalukya architecture,0,0
Byzantine architecture,0,0
Santa Costanza,0,0
Mentana,0,0
Castel San Pietro Romano,0,0
Anzio,0,0
Tiber,0,0
Cimini Hills,0,0
Monti Cimini,0,0
Maschio di Lariano,0,1
Canadian Philosophical Association,0,0
Bilingual,0,0
Multilingualism,0,0
Multilingual sign,0,0
Bilingual sign,0,0
Train station,0,0
Checked baggage,0,0
Joint Aviation Authorities,0,0
Civil aviation,0,0
B-29,0,0
United States military aircraft designation systems,0,0
Jack of the United States,0,0
United States Third Fleet,0,0
Carrier Strike Group One,0,0
Carrier Strike Group 1,0,0
Indigenous American philosophy,1,1
Early modern philosophy,1,1
Burma,0,0
Myanmar,0,0
Kachin State,0,0
Rice,0,0
Germination,0,0
Floral symmetry,0,0
Self-organization,0,0
Information theory,0,0
Discrete cosine transform,0,0
Audio codec,0,0
Open source codecs and containers,0,0
List of open-source codecs,0,0
Lagarith,0,0
MT9,0,0
G.718,0,0
Abstract object,0,0
Abstract and concrete,0,0
Essentialism,0,0
Sartre,0,0
Jean-Paul Sartre,0,0
Luxemburgism,0,0
Fidel Castro,0,0
1964 Brazilian coup d'état,0,1
Cubist,0,0
Cubism,0,0
Fourth dimension in art,0,0
Friedrich Dürrenmatt,0,1
Arabia,0,0
Arabian Peninsula,0,0
Gulf of Lion,0,0
Archipelago Sea,0,0
Aegean Sea,0,0
Homer,0,0
Augustus Taber Murray,0,1
Moral particularism,0,0
Philosophy of science,1,1
Atman (Hinduism),0,0
Diacritical mark,0,0
Diacritic,0,0
K,0,0
Ka (Cyrillic),0,0
Kha with descender,0,0
Yu with diaeresis,0,0
En with left hook,0,0
Yu with macron,0,0
Yat,0,0
Ї,0,1
Karma,0,0
Khandro Rinpoche,0,0
Tertön,0,1
Good and evil,0,0
Codex Gigas,0,0
Broumov,0,0
Žďárky,0,1
Facebook,0,0
Apple Inc.,0,0
IPad Mini 4,0,0
List of Apple codenames,0,0
Macintosh 512k,0,0
Macintosh 512K,0,0
Macintosh IIx,0,0
Macintosh Quadra 950,0,0
Motorola 68040,0,0
Freescale ColdFire,0,0
NXP ColdFire,0,0
Coprocessor,0,0
Intel 8089,0,0
Intel 8289,0,0
Dual in-line package,0,0
Eretrian school,0,0
Eleatics,0,0
Empedocles,0,0
Homer,0,0
Augustus Taber Murray,0,1
Inca civilization,0,0
Inca society,0,0
Earrings,0,0
Earring,0,0
Guiche piercing,0,0
Hand web piercing,0,0
Pocketing,0,0
Body piercing,0,0
House of Lords,0,0
Biodiesel in the United Kingdom,0,0
Renewable energy in Colombia,0,0
Renewable energy in Brazil,0,0
Beer in Brazil,0,0
Beer in Luxembourg,0,0
Grand Brewing,0,0
Frederick Copleston,0,0
Quinquae viae,0,0
Five Ways (Aquinas),0,0
Summa Theologica,0,0
Pandects,0,0
Digest (Roman law),0,0
Corpus Juris Civilis,0,0
Byzantine architecture,0,0
Western Chalukya architecture,0,0
Architecture of Daman and Diu,0,1
Art,0,0
Homer,0,0
Augustus Taber Murray,0,1
Adam Smith,0,0
Dadabhai Naoroji,0,0
Finsbury Central (UK Parliament constituency),0,0
Chelsea (UK Parliament constituency),0,0
Southwark South East (UK Parliament constituency),0,0
St Pancras South East (UK Parliament constituency),0,0
Deptford (UK Parliament constituency),0,0
Bethnal Green South West (UK Parliament constituency),0,0
Percy Harris,0,0
Laurence Hardy,0,0
England,0,0
Biodiesel in the United Kingdom,0,0
Renewable energy in Colombia,0,0
Renewable energy in Brazil,0,0
Beer in Brazil,0,0
Norm (philosophy),1,1
Art,0,0
Homer,0,0
Augustus Taber Murray,0,1
Indigenous American philosophy,1,1
Emergentism,0,0
Panpsychism,0,0
Rudolf Hermann Lotze,0,0
Hermann Lotze,0,0
Kingdom of Prussia,0,0
Baltic region,0,0
Gulf of Lion,0,0
Archipelago Sea,0,0
Salish Sea,0,0
Indigenous peoples of the Pacific Northwest Coast,0,0
Gustafsen Lake Standoff,0,0
Gustafsen Lake standoff,0,0
Bruce Allan Clark (lawyer),0,0
PhD,0,0
Doctor of Philosophy,1,1
Non-classical logic,0,0
Truth table,0,0
Model theory,0,0
Axiomatizable class,0,0
Elementary class,0,0
First-order logic,0,0
Prolog,0,0
ISO 80000-1,0,0
ISO 13406-2,0,0
ISO 10303,0,0
Aerospace,0,0
Technoculture,0,0
Acculturation,0,0
Jean Gebser,0,0
Spanish Civil War,0,0
Islamic Golden Age,0,0
History of science in classical antiquity,0,0
Star,0,0
Lithium burning,0,0
Photofission,0,0
Nuclear structure,0,0
Isodiapher,0,0
Stable isotope,0,0
Stable isotope ratio,0,0
Aquifer,0,0
Meteoric water,0,0
Intrusion,0,0
Intrusive rock,0,0
Metamorphism,0,0
Metamorphic rock,0,0
International politics,0,0
International relations,0,0
Philosophy of science,1,1
Humanism,0,0
Friedrich Heinrich Jacobi,0,0
Socialism,0,0
Alexis de Tocqueville,0,0
André François-Poncet,0,1
Lectures on the Philosophy of History,1,1
