url,url_reward
https://lawyers.law.cornell.edu/,0.0
http://www.cornell.edu/,0.0
http://www.lawschool.cornell.edu/spotlights/In-Global-Classroom-Students-Study-Surrogacy-Law-and-Policy-in-India-and-the-United-States.cfm,0.0
http://bit.ly/2sUqx5F,0.0
http://www.rollcall.com/news/politics/carrying-white-house-even-comey-accused-trump-lies,0.0
http://www.copyright.com/openurl.do?&issn=0035788X,0.0
http://chat.copyright.com/webchat/,0.0
http://wordpress.org/,0.0
https://wordpress.org/download/,0.0
http://get.wp.com/app/,0.0
http://en.support.wordpress.com/apps/,0.0
https://wordpress.com/pricing/,0.0
https://wordpress.com/features/,0.0
https://wordpress.com/about/,0.0
http://en.wordpress.com/features/,0.0
https://wordpress.org/,0.0
https://developer.wordpress.org,0.0
https://wordpress.org/,0.0
https://developer.wordpress.org,0.0
https://make.wordpress.org/,0.0
https://make.wordpress.org,0.0
https://www.facebook.com/GlobalLinkAccountantsLtd,0.0
https://www.facebook.com/Sidibemystore/?ref=py_c,0.0
https://www.facebook.com/privacy/explanation,0.0
https://l.facebook.com/l.php?u=ATNpYvc-GYiKV-L4s9jRyfzNKHh0tWUkhFdbjLjxEwYMu7ZI_ih0vxklXxoMFfDI0o-PPXWI02CLIOEkCqwowg&h=ATPw3InUWnoNRpUtdptC7TCmXbZ28ra4GPLoZTyMrNuUQOyLW0JRfeBzQKSL2oDGJua595GWFmquZ6S7tt4d3QxRbfNyHfEW2SmGg4d60HHQHiJ08GnOjSHLVe2ipA&s=1,0.0
http://www.icaew.com/,0.0
http://careers.icaew.com/university-students-graduates/worldwide-training,0.0
http://www.icaewtrainingvacancies.com/,0.0
http://www.madgex.com/products,0.0
https://de.madgex.com/produkte/job-boards,0.0
https://www.facebook.com/MadgexLtd,0.0
https://www.facebook.com/fetchdogphotography/?ref=py_c,0.0
https://www.facebook.com/fetchdogphotography/?ref=nf&hc_ref=NEWSFEED,0.0
https://www.facebook.com/fetchdogphotography/likes,0.0
https://ne-np.facebook.com/fetchdogphotography/likes,0.0
https://ar-ar.facebook.com/fetchdogphotography/likes,0.0
https://ml-in.facebook.com/fetchdogphotography/likes,0.0
https://pt-br.facebook.com/fetchdogphotography/likes,0.0
http://l.facebook.com/l.php?u=http%3A%2F%2Fmomentsapp.com%2F&h=ATNJOZBPGfSYOzfn2qCkKV0L2xpKlYqRp1y71uhsHKTzjJ8VqlOsuM3Op5AGzpJapaznS46AknNDQEXat9IQaRuvdmTeNBqq7XfeyqYinPnisQgTDmI1IY9redzi&s=1,0.0
